row col colors level time
3 4 5 1 0.0202030201020202
3 5 2 1 0.0302020302010202
3 5 3 1 0.030302020302010204
3 5 4 1 0.040303020203020096
3 5 5 1 0.030403030202030203
3 6 2 1 0.0503040303020203
3 6 3 1 0.0405030403030202
3 6 4 1 0.05040503040303021
3 6 5 1 0.0405040503040303
3 7 2 1 0.060405040503040304
3 7 3 1 0.060604050405030405
3 7 4 1 0.07060604050405031
3 7 5 1 0.06070606040504051
3 8 2 1 0.0706070606040504
3 8 3 1 0.0807060706060405
3 8 4 1 0.08080706070606042
3 8 5 1 0.06080807060706061
3 9 2 1 0.08060808070607059
3 9 3 1 0.09080608080706071
3 9 4 1 0.0709080608080706
3 9 5 1 0.11070908060808071
3 10 2 1 0.1111070908060808
3 10 3 1 0.1111110709080608
3 10 4 1 0.11111111070908061
3 10 5 1 0.1211111111070908
3 11 2 1 0.12121111111107091
3 11 3 1 0.13121211111111072
3 11 4 1 0.1413121211111111
3 11 5 1 0.13141312121111112
3 12 2 1 0.1313141312121111
3 12 3 1 0.1613131413121211
3 12 4 1 0.15161313141312122
3 12 5 1 0.1415161313141312
3 13 2 1 0.1414151613131413
3 13 3 1 0.1814141516131314
3 13 4 1 0.18181414151613132
3 13 5 1 0.16181814141516132
3 14 2 1 0.2016181814141516
3 14 3 1 0.20201618181414152
3 14 4 1 0.2120201618181414
3 14 5 1 0.20212020161818142
4 2 2 1 0.012021202016181813
4 2 3 1 0.010120212020161818
4 2 4 1 0.010101202120201618
4 2 5 1 0.020101012021202017
4 3 2 1 0.03020101012021202
4 3 3 1 0.020302010101202122
4 3 4 1 0.030203020101012022
4 3 5 1 0.01030203020101012
4 4 2 1 0.0201030203020101
4 4 3 1 0.0402010302030201
4 4 4 1 0.030402010302030203
4 4 5 1 0.030304020103020298
4 5 2 1 0.05030304020103021
4 5 3 1 0.050503030402010304
4 5 4 1 0.05050503030402011
4 5 5 1 0.0405050503030402
4 6 2 1 0.060405050503030404
4 6 3 1 0.07060405050503031
4 6 4 1 0.0707060405050503
4 6 5 1 0.07070706040505051
4 7 2 1 0.0707070706040505
4 7 3 1 0.10070707070604051
4 7 4 1 0.0910070707070604
4 7 5 1 0.0909100707070706
4 8 2 1 0.08090910070707072
4 8 3 1 0.12080909100707071
4 8 4 1 0.11120809091007072
4 8 5 1 0.12111208090910072
4 9 2 1 0.111211120809091
4 9 3 1 0.14111211120809092
4 9 4 1 0.13141112111208092
4 9 5 1 0.11131411121112081
4 10 2 1 0.1311131411121112
4 10 3 1 0.1713111314111211
4 10 4 1 0.16171311131411123
4 10 5 1 0.1316171311131411
4 11 2 1 0.14131617131113142
4 11 3 1 0.20141316171311133
4 11 4 1 0.19201413161713113
4 11 5 1 0.19192014131617133
4 12 2 1 0.1619192014131617
4 12 3 1 0.24161919201413162
4 12 4 1 0.2424161919201413
4 12 5 1 0.23242416191920143
4 13 2 1 0.17232424161919202
4 13 3 1 0.28172324241619195
4 13 4 1 0.2828172324241619
4 13 5 1 0.2328281723242416
4 14 2 1 0.2323282817232424
4 14 3 1 0.31232328281723243
4 14 4 1 0.3331232328281723
4 14 5 1 0.2733312323282817
5 2 2 1 0.022733312323282816
5 2 3 1 0.010227333123232828
5 2 4 1 0.010102273331232328
5 2 5 1 0.02010102273331232
5 3 2 1 0.030201010227333125
5 3 3 1 0.030302010102273333
5 3 4 1 0.040303020101022734
5 3 5 1 0.02040303020101023
5 4 2 1 0.05020403030201011
5 4 3 1 0.06050204030302011
5 4 4 1 0.0506050204030302
5 4 5 1 0.0405060502040303
5 5 2 1 0.0604050605020403
5 5 3 1 0.0606040506050204
5 5 4 1 0.0706060405060502
5 5 5 1 0.0607060604050605
5 6 2 1 0.0806070606040506
5 6 3 1 0.0908060706060405
5 6 4 1 0.0909080607060604
5 6 5 1 0.0909090806070606
5 7 2 1 0.1009090908060706
5 7 3 1 0.1210090909080607
5 7 4 1 0.12121009090908061
5 7 5 1 0.1212121009090908
5 8 2 1 0.1112121210090909
5 8 3 1 0.1511121212100909
5 8 4 1 0.1515111212121009
5 8 5 1 0.14151511121212101
5 9 2 1 0.1514151511121212
5 9 3 1 0.20151415151112123
5 9 4 1 0.1820151415151112
5 9 5 1 0.1718201514151511
5 10 2 1 0.17171820151415151
5 10 3 1 0.22171718201514154
5 10 4 1 0.2222171718201514
5 10 5 1 0.2322221717182015
5 11 2 1 0.19232222171718202
5 11 3 1 0.28192322221717186
5 11 4 1 0.26281923222217174
5 11 5 1 0.26262819232222173
5 12 2 1 0.2226262819232222
5 12 3 1 0.3322262628192323
5 12 4 1 0.3333222626281923
5 12 5 1 0.30333322262628193
5 13 2 1 0.24303333222626283
5 13 3 1 0.3824303333222626
5 13 4 1 0.3938243033332226
5 13 5 1 0.36393824303333216
5 14 2 1 0.2736393824303333
5 14 3 1 0.43273639382430334
5 14 4 1 0.424327363938243
5 14 5 1 0.41424327363938246
6 2 2 1 0.024142432736393823
6 2 3 1 0.020241424327363935
6 2 4 1 0.030202414243273638
6 2 5 1 0.020302024142432734
6 3 2 1 0.04020302024142433
6 3 3 1 0.030402030202414245
6 3 4 1 0.040304020302024145
6 3 5 1 0.03040304020302024
6 4 2 1 0.0503040304020302
6 4 3 1 0.0705030403040203
6 4 4 1 0.0707050304030402
6 4 5 1 0.060707050304030404
6 5 2 1 0.0606070705030403
6 5 3 1 0.08060607070503041
6 5 4 1 0.0908060607070503
6 5 5 1 0.08090806060707051
6 6 2 1 0.1008090806060707
6 6 3 1 0.12100809080606072
6 6 4 1 0.12121008090806061
6 6 5 1 0.1312121008090806
6 7 2 1 0.1013121210080908
6 7 3 1 0.1510131212100809
6 7 4 1 0.17151013121210082
6 7 5 1 0.141715101312121
6 8 2 1 0.14141715101312122
6 8 3 1 0.22141417151013124
6 8 4 1 0.19221414171510134
6 8 5 1 0.18192214141715102
6 9 2 1 0.1718192214141715
6 9 3 1 0.2517181922141417
6 9 4 1 0.2525171819221414
6 9 5 1 0.23252517181922142
6 10 2 1 0.20232525171819218
6 10 3 1 0.2820232525171819
6 10 4 1 0.2928202325251718
6 10 5 1 0.30292820232525175
6 11 2 1 0.25302928202325253
6 11 3 1 0.3325302928202325
6 11 4 1 0.3533253029282023
6 11 5 1 0.303533253029282
6 12 2 1 0.29303533253029285
6 12 3 1 0.43293035332530294
6 12 4 1 0.42432930353325304
6 12 5 1 0.43424329303533254
6 13 2 1 0.29434243293035334
6 13 3 1 0.4829434243293035
6 13 4 1 0.47482943424329305
6 13 5 1 0.4647482943424329
6 14 2 1 0.36464748294342436
6 14 3 1 0.5436464748294343
6 14 4 1 0.5754364647482944
6 14 5 1 0.5157543646474829
7 2 2 1 0.025157543646474833
7 2 3 1 0.020251575436464747
7 2 4 1 0.020202515754364648
7 2 5 1 0.03020202515754365
7 3 2 1 0.05030202025157544
7 3 3 1 0.06050302020251575
7 3 4 1 0.04060503020202516
7 3 5 1 0.04040605030202025
7 4 2 1 0.0504040605030202
7 4 3 1 0.0705040406050302
7 4 4 1 0.0807050404060503
7 4 5 1 0.0808070504040605
7 5 2 1 0.08080807050404061
7 5 3 1 0.1108080807050404
7 5 4 1 0.12110808080705042
7 5 5 1 0.11121108080807052
7 6 2 1 0.12111211080808071
7 6 3 1 0.1612111211080808
7 6 4 1 0.1516121112110808
7 6 5 1 0.12151612111211081
7 7 2 1 0.1312151612111211
7 7 3 1 0.2213121516121112
7 7 4 1 0.1922131215161211
7 7 5 1 0.19192213121516122
7 8 2 1 0.1619192213121516
7 8 3 1 0.27161919221312153
7 8 4 1 0.25271619192213124
7 8 5 1 0.27252716191922133
7 9 2 1 0.2027252716191922
7 9 3 1 0.3220272527161919
7 9 4 1 0.3032202725271619
7 9 5 1 0.31303220272527166
7 10 2 1 0.2431303220272527
7 10 3 1 0.3824313032202726
7 10 4 1 0.40382431303220273
7 10 5 1 0.354038243130322
7 11 2 1 0.3035403824313032
7 11 3 1 0.45303540382431307
7 11 4 1 0.4745303540382432
7 11 5 1 0.44474530354038244
7 12 2 1 0.35444745303540387
7 12 3 1 0.513544474530354
7 12 4 1 0.5451354447453035
7 12 5 1 0.49545135444745303
7 13 2 1 0.3849545135444745
7 13 3 1 0.6338495451354447
7 13 4 1 0.6563384954513545
7 13 5 1 0.5765633849545135
7 14 2 1 0.4457656338495451
7 14 3 1 0.7244576563384955
7 14 4 1 0.737244576563385
7 14 5 1 0.6773724457656338
8 2 2 1 0.03677372445765634
8 2 3 1 0.04036773724457657
8 2 4 1 0.020403677372445764
8 2 5 1 0.03020403677372446
8 3 2 1 0.05030204036773725
8 3 3 1 0.07050302040367737
8 3 4 1 0.060705030204036774
8 3 5 1 0.05060705030204037
8 4 2 1 0.0605060705030204
8 4 3 1 0.0906050607050302
8 4 4 1 0.10090605060705031
8 4 5 1 0.08100906050607051
8 5 2 1 0.10081009060506069
8 5 3 1 0.1310081009060506
8 5 4 1 0.1413100810090605
8 5 5 1 0.1414131008100906
8 6 2 1 0.11141413100810091
8 6 3 1 0.201114141310081
8 6 4 1 0.1820111414131008
8 6 5 1 0.18182011141413099
8 7 2 1 0.17181820111414134
8 7 3 1 0.21171818201114143
8 7 4 1 0.2521171818201114
8 7 5 1 0.2425211718182011
8 8 2 1 0.21242521171818202
8 8 3 1 0.3221242521171818
8 8 4 1 0.3232212425211718
8 8 5 1 0.2932322124252117
8 9 2 1 0.2529323221242521
8 9 3 1 0.3925293232212425
8 9 4 1 0.39392529323221237
8 9 5 1 0.3839392529323222
8 10 2 1 0.30383939252932324
8 10 3 1 0.4630383939252933
8 10 4 1 0.49463038393925296
8 10 5 1 0.4649463038393925
8 11 2 1 0.3346494630383939
8 11 3 1 0.553346494630384
8 11 4 1 0.5855334649463039
8 11 5 1 0.545855334649463
8 12 2 1 0.4054585533464946
8 12 3 1 0.6740545855334649
8 12 4 1 0.6967405458553347
8 12 5 1 0.6369674054585533
8 13 2 1 0.4563696740545855
8 13 3 1 0.7845636967405458
8 13 4 1 0.7878456369674055
8 13 5 1 0.7378784563696741
8 14 2 1 0.5473787845636967
8 14 3 1 0.895473787845637
8 14 4 1 0.9289547378784565
8 14 5 1 0.8592895473787846
9 2 2 1 0.048592895473787846
9 2 3 1 0.040485928954737876
9 2 4 1 0.040404859289547373
9 2 5 1 0.040404048592895474
9 3 2 1 0.060404040485928956
9 3 3 1 0.07060404040485929
9 3 4 1 0.0707060404040486
9 3 5 1 0.07070706040404048
9 4 2 1 0.07070707060404041
9 4 3 1 0.1207070707060404
9 4 4 1 0.10120707070706039
9 4 5 1 0.1110120707070706
9 5 2 1 0.11111012070707071
9 5 3 1 0.1411111012070707
9 5 4 1 0.1614111110120707
9 5 5 1 0.1416141111101207
9 6 2 1 0.1414161411111012
9 6 3 1 0.221414161411111
9 6 4 1 0.22221414161411113
9 6 5 1 0.2222221414161411
9 7 2 1 0.1922222214141614
9 7 3 1 0.28192222221414165
9 7 4 1 0.3128192222221414
9 7 5 1 0.26312819222222145
9 8 2 1 0.24263128192222222
9 8 3 1 0.3724263128192222
9 8 4 1 0.4037242631281922
9 8 5 1 0.3540372426312819
9 9 2 1 0.2935403724263128
9 9 3 1 0.4729354037242631
9 9 4 1 0.49472935403724266
9 9 5 1 0.45494729354037244
9 10 2 1 0.35454947293540373
9 10 3 1 0.553545494729354
9 10 4 1 0.5955354549472935
9 10 5 1 0.5159553545494729
9 11 2 1 0.43515955354549474
9 11 3 1 0.704351595535455
9 11 4 1 0.7070435159553545
9 11 5 1 0.6370704351595535
9 12 2 1 0.4563707043515956
9 12 3 1 0.794563707043516
9 12 4 1 0.8279456370704352
9 12 5 1 0.7782794563707043
9 13 2 1 0.557782794563707
9 13 3 1 0.8955778279456371
9 13 4 1 0.9789557782794563
9 13 5 1 0.9197895577827946
9 14 2 1 0.6191978955778279
9 14 3 1 1.0661919789557783
9 14 4 1 1.1106619197895577
9 14 5 1 1.0411066191978955
10 2 2 1 0.06041106619197896
10 2 3 1 0.040604110661919796
10 2 4 1 0.040406041106619196
10 2 5 1 0.030404060411066195
10 3 2 1 0.06030404060411066
10 3 3 1 0.09060304040604111
10 3 4 1 0.09090603040406041
10 3 5 1 0.0709090603040406
10 4 2 1 0.09070909060304039
10 4 3 1 0.1209070909060304
10 4 4 1 0.1312090709090603
10 4 5 1 0.1213120907090906
10 5 2 1 0.1212131209070909
10 5 3 1 0.1912121312090709
10 5 4 1 0.1919121213120907
10 5 5 1 0.1819191212131209
10 6 2 1 0.1918191912121312
10 6 3 1 0.2819181919121213
10 6 4 1 0.2828191819191212
10 6 5 1 0.24282819181919124
10 7 2 1 0.21242828191819194
10 7 3 1 0.35212428281918196
10 7 4 1 0.3735212428281918
10 7 5 1 0.3337352124282819
10 8 2 1 0.3033373521242828
10 8 3 1 0.4630333735212428
10 8 4 1 0.4346303337352124
10 8 5 1 0.4143463033373521
10 9 2 1 0.3441434630333735
10 9 3 1 0.5534414346303338
10 9 4 1 0.5755344143463033
10 9 5 1 0.5057553441434631
10 10 2 1 0.42505755344143464
10 10 3 1 0.6642505755344144
10 10 4 1 0.6666425057553441
10 10 5 1 0.6366664250575534
10 11 2 1 0.45636666425057554
10 11 3 1 0.8345636666425057
10 11 4 1 0.848345636666425
10 11 5 1 0.7684834563666643
10 12 2 1 0.5576848345636667
10 12 3 1 0.9355768483456367
10 12 4 1 1.0093557684834564
10 12 5 1 0.9300935576848346
10 13 2 1 0.6693009355768484
10 13 3 1 1.0866930093557685
10 13 4 1 1.1708669300935577
10 13 5 1 1.0817086693009355
10 14 2 1 0.7208170866930094
10 14 3 1 1.2372081708669302
10 14 4 1 1.3423720817086693
10 14 5 1 1.2134237208170868
11 2 2 1 0.062134237208170864
11 2 3 1 0.04062134237208171
11 2 4 1 0.030406213423720817
11 2 5 1 0.05030406213423721
11 3 2 1 0.08050304062134238
11 3 3 1 0.0908050304062134
11 3 4 1 0.10090805030406212
11 3 5 1 0.061009080503040616
11 4 2 1 0.1206100908050304
11 4 3 1 0.1712061009080503
11 4 4 1 0.15171206100908052
11 4 5 1 0.11151712061009081
11 5 2 1 0.1511151712061009
11 5 3 1 0.23151115171206102
11 5 4 1 0.22231511151712063
11 5 5 1 0.2122231511151712
11 6 2 1 0.21212223151115173
11 6 3 1 0.33212122231511154
11 6 4 1 0.31332121222315107
11 6 5 1 0.2531332121222315
11 7 2 1 0.27253133212122227
11 7 3 1 0.4027253133212122
11 7 4 1 0.4340272531332121
11 7 5 1 0.3843402725313321
11 8 2 1 0.3338434027253133
11 8 3 1 0.5033384340272531
11 8 4 1 0.5450333843402726
11 8 5 1 0.5254503338434027
11 9 2 1 0.38525450333843403
11 9 3 1 0.6538525450333843
11 9 4 1 0.6565385254503339
11 9 5 1 0.6065653852545033
11 10 2 1 0.46606565385254506
11 10 3 1 0.7746606565385256
11 10 4 1 0.8177466065653853
11 10 5 1 0.7481774660656538
11 11 2 1 0.5674817746606565
11 11 3 1 0.9456748177466064
11 11 4 1 0.9594567481774661
11 11 5 1 0.9095945674817747
11 12 2 1 0.6690959456748178
11 12 3 1 1.1066909594567482
11 12 4 1 1.1610669095945676
11 12 5 1 1.0616106690959457
11 13 2 1 0.7506161066909595
11 13 3 1 1.2975061610669096
11 13 4 1 1.362975061610669
11 13 5 1 1.2936297506161065
11 14 2 1 0.8529362975061611
11 14 3 1 1.4485293629750617
11 14 4 1 1.5044852936297508
11 14 5 1 1.4650448529362976
12 2 2 1 0.06465044852936297
12 2 3 1 0.04064650448529363
12 2 4 1 0.05040646504485293
12 2 5 1 0.04050406465044853
12 3 2 1 0.10040504064650449
12 3 3 1 0.10100405040646504
12 3 4 1 0.10101004050406466
12 3 5 1 0.11101010040504064
12 4 2 1 0.12111010100405041
12 4 3 1 0.1712111010100405
12 4 4 1 0.1617121110101004
12 4 5 1 0.13161712111010102
12 5 2 1 0.171316171211101
12 5 3 1 0.25171316171211106
12 5 4 1 0.2725171316171211
12 5 5 1 0.2327251713161712
12 6 2 1 0.2523272517131617
12 6 3 1 0.32252327251713164
12 6 4 1 0.3632252327251713
12 6 5 1 0.3336322523272517
12 7 2 1 0.30333632252327253
12 7 3 1 0.4730333632252327
12 7 4 1 0.5047303336322524
12 7 5 1 0.4150473033363225
12 8 2 1 0.3541504730333632
12 8 3 1 0.5935415047303336
12 8 4 1 0.6459354150473032
12 8 5 1 0.616459354150473
12 9 2 1 0.45616459354150474
12 9 3 1 0.764561645935415
12 9 4 1 0.7576456164593541
12 9 5 1 0.7075764561645935
12 10 2 1 0.547075764561646
12 10 3 1 0.9254707576456164
12 10 4 1 0.9392547075764561
12 10 5 1 0.8793925470757645
12 11 2 1 0.6387939254707576
12 11 3 1 1.0763879392547075
12 11 4 1 1.1307638793925472
12 11 5 1 1.0713076387939255
12 12 2 1 0.7307130763879393
12 12 3 1 1.2773071307638795
12 12 4 1 1.2927730713076389
12 12 5 1 1.3129277307130764
12 13 2 1 0.8231292773071308
12 13 3 1 1.4982312927730714
12 13 4 1 1.534982312927731
12 13 5 1 1.4753498231292772
12 14 2 1 0.9547534982312927
12 14 3 1 1.669547534982313
12 14 4 1 1.8066954753498232
12 14 5 1 1.7180669547534984
13 2 2 1 0.07718066954753498
13 2 3 1 0.05077180669547535
13 2 4 1 0.060507718066954756
13 2 5 1 0.06060507718066955
13 3 2 1 0.10060605077180669
13 3 3 1 0.11100606050771807
13 3 4 1 0.13111006060507718
13 3 5 1 0.11131110060605078
13 4 2 1 0.12111311100606051
13 4 3 1 0.1912111311100606
13 4 4 1 0.21191211131110058
13 4 5 1 0.18211912111311102
13 5 2 1 0.2118211912111311
13 5 3 1 0.2921182119121113
13 5 4 1 0.3029211821191211
13 5 5 1 0.2630292118211912
13 6 2 1 0.27263029211821194
13 6 3 1 0.41272630292118206
13 6 4 1 0.4141272630292119
13 6 5 1 0.35414127263029216
13 7 2 1 0.35354141272630296
13 7 3 1 0.543535414127263
13 7 4 1 0.5354353541412726
13 7 5 1 0.4853543535414127
13 8 2 1 0.3848535435354141
13 8 3 1 0.6838485354353542
13 8 4 1 0.6768384853543534
13 8 5 1 0.6567683848535435
13 9 2 1 0.5165676838485355
13 9 3 1 0.8851656768384853
13 9 4 1 0.8988516567683849
13 9 5 1 0.7989885165676839
13 10 2 1 0.5979898851656769
13 10 3 1 1.0459798988516567
13 10 4 1 1.1004597989885165
13 10 5 1 1.0410045979898852
13 11 2 1 0.7204100459798988
13 11 3 1 1.237204100459799
13 11 4 1 1.3223720410045978
13 11 5 1 1.203223720410046
13 12 2 1 0.8220322372041005
13 12 3 1 1.478220322372041
13 12 4 1 1.5547822032237204
13 12 5 1 1.4355478220322373
13 13 2 1 0.9143554782203224
13 13 3 1 1.6691435547822033
13 13 4 1 1.816691435547822
13 13 5 1 1.6881669143554783
13 14 2 1 1.0768816691435548
13 14 3 1 1.9707688166914354
13 14 4 1 2.0897076881669143
13 14 5 1 1.9308970768816693
14 2 2 1 0.08930897076881669
14 2 3 1 0.06089308970768816
14 2 4 1 0.06060893089707688
14 2 5 1 0.07060608930897078
14 3 2 1 0.1007060608930897
14 3 3 1 0.1310070606089309
14 3 4 1 0.1313100706060893
14 3 5 1 0.1313131007060609
14 4 2 1 0.17131313100706058
14 4 3 1 0.2317131313100706
14 4 4 1 0.2323171313131007
14 4 5 1 0.21232317131313103
14 5 2 1 0.23212323171313132
14 5 3 1 0.33232123231713134
14 5 4 1 0.3333232123231713
14 5 5 1 0.32333323212323173
14 6 2 1 0.29323333232123233
14 6 3 1 0.43293233332321235
14 6 4 1 0.4743293233332321
14 6 5 1 0.4447432932333324
14 7 2 1 0.3844474329323333
14 7 3 1 0.5938444743293233
14 7 4 1 0.6559384447432933
14 7 5 1 0.5765593844474329
14 8 2 1 0.4857655938444744
14 8 3 1 0.7548576559384448
14 8 4 1 0.7775485765593845
14 8 5 1 0.7777754857655939
14 9 2 1 0.5677777548576559
14 9 3 1 0.9756777775485765
14 9 4 1 1.019756777775486
14 9 5 1 0.9301975677777549
14 10 2 1 0.6693019756777775
14 10 3 1 1.1666930197567777
14 10 4 1 1.2116669301975678
14 10 5 1 1.2121166693019756
14 11 2 1 0.8221211666930198
14 11 3 1 1.4282212116669302
14 11 4 1 1.4342822121166694
14 11 5 1 1.4043428221211667
14 12 2 1 0.9540434282212117
14 12 3 1 1.6795404342822122
14 12 4 1 1.7567954043428222
14 12 5 1 1.6475679540434283
14 13 2 1 1.1064756795404342
14 13 3 1 1.9210647567954044
14 13 4 1 2.059210647567954
14 13 5 1 1.9205921064756797
14 14 2 1 1.2292059210647568
14 14 3 1 2.1822920592106474
14 14 4 1 2.3718229205921064
14 14 5 1 2.2437182292059212
2 2 2 2 0.03243718229205921
2 2 3 2 0.010324371822920593
2 2 4 2 1.0324371822920593E-4
2 2 5 2 0.010100010102020203
2 3 2 2 0.02000001032437182
2 3 3 2 0.020200000103243722
2 3 4 2 0.010202000001032436
2 3 5 2 0.010102020000010323
2 4 2 2 0.0401010202000001
2 4 3 2 0.030401010202
2 4 4 2 0.03030401010202
2 4 5 2 0.0303030401010202
2 5 2 2 0.0503030304010102
2 5 3 2 0.0505030303040101
2 5 4 2 0.0405050303030401
2 5 5 2 0.0404050503030304
2 6 2 2 0.060404050503030306
2 6 3 2 0.0706040405050303
2 6 4 2 0.0607060404050503
2 6 5 2 0.050607060404050504
2 7 2 2 0.0905060706040405
2 7 3 2 0.11090506070604039
2 7 4 2 0.0911090506070604
2 7 5 2 0.09091109050607059
2 8 2 2 0.13090911090506072
2 8 3 2 0.1313090911090506
2 8 4 2 0.1313130909110905
2 8 5 2 0.1213131309091109
2 9 2 2 0.15121313130909111
2 9 3 2 0.17151213131309093
2 9 4 2 0.1717151213131309
2 9 5 2 0.1517171512131313
2 10 2 2 0.1915171715121313
2 10 3 2 0.25191517171512134
2 10 4 2 0.23251915171715123
2 10 5 2 0.1523251915171715
2 11 2 2 0.26152325191517173
2 11 3 2 0.30261523251915173
2 11 4 2 0.2730261523251915
2 11 5 2 0.21273026152325192
2 12 2 2 0.3121273026152325
2 12 3 2 0.4131212730261523
2 12 4 2 0.3441312127302615
2 12 5 2 0.2734413121273026
2 13 2 2 0.37273441312127303
2 13 3 2 0.45372734413121274
2 13 4 2 0.4145372734413121
2 13 5 2 0.3541453727344131
2 14 2 2 0.44354145372734416
2 14 3 2 0.5844354145372734
2 14 4 2 0.5158443541453728
2 14 5 2 0.4051584435414537
3 2 2 2 0.024051584435414535
3 2 3 2 0.010240515844354146
3 2 4 2 0.020102405158443543
3 2 5 2 0.010201024051584436
3 3 2 2 0.030102010240515842
3 3 3 2 0.040301020102405154
3 3 4 2 0.020403010201024054
3 3 5 2 0.03020403010201024
3 4 2 2 0.0403020403010201
3 4 3 2 0.0704030204030102
3 4 4 2 0.050704030204030096
3 4 5 2 0.0605070403020403
3 5 2 2 0.0806050704030204
3 5 3 2 0.09080605070403021
3 5 4 2 0.1009080605070403
3 5 5 2 0.0910090806050704
3 6 2 2 0.1009100908060507
3 6 3 2 0.1510091009080605
3 6 4 2 0.1415100910090806
3 6 5 2 0.12141510091009082
3 7 2 2 0.14121415100910092
3 7 3 2 0.24141214151009102
3 7 4 2 0.2024141214151009
3 7 5 2 0.18202414121415103
3 8 2 2 0.2218202414121415
3 8 3 2 0.3022182024141214
3 8 4 2 0.2830221820241412
3 8 5 2 0.24283022182024142
3 9 2 2 0.2724283022182024
3 9 3 2 0.422724283022182
3 9 4 2 0.4042272428302218
3 9 5 2 0.33404227242830226
3 10 2 2 0.33334042272428305
3 10 3 2 0.5133334042272428
3 10 4 2 0.5051333340422723
3 10 5 2 0.4350513333404227
3 11 2 2 0.42435051333340423
3 11 3 2 0.6842435051333341
3 11 4 2 0.6568424350513333
3 11 5 2 0.5765684243505134
3 12 2 2 0.5157656842435051
3 12 3 2 0.845157656842435
3 12 4 2 0.9084515765684243
3 12 5 2 0.7690845157656843
3 13 2 2 0.6176908451576568
3 13 3 2 1.0361769084515766
3 13 4 2 0.9603617690845158
3 13 5 2 0.9096036176908452
3 14 2 2 0.7990960361769085
3 14 3 2 1.2279909603617691
3 14 4 2 1.2022799096036176
3 14 5 2 1.0720227990960363
4 2 2 2 0.03072022799096036
4 2 3 2 0.030307202279909604
4 2 4 2 0.010303072022799096
4 2 5 2 0.02010303072022799
4 3 2 2 0.06020103030720228
4 3 3 2 0.05060201030307202
4 3 4 2 0.050506020103030715
4 3 5 2 0.05050506020103031
4 4 2 2 0.0805050506020103
4 4 3 2 0.1208050505060201
4 4 4 2 0.0912080505050602
4 4 5 2 0.09091208050505059
4 5 2 2 0.11090912080505051
4 5 3 2 0.18110909120805052
4 5 4 2 0.1618110909120805
4 5 5 2 0.1516181109091208
4 6 2 2 0.1715161811090912
4 6 3 2 0.2617151618110909
4 6 4 2 0.2526171516181109
4 6 5 2 0.22252617151618112
4 7 2 2 0.2122252617151618
4 7 3 2 0.3721222526171516
4 7 4 2 0.39372122252617153
4 7 5 2 0.3539372122252617
4 8 2 2 0.3035393721222526
4 8 3 2 0.5130353937212225
4 8 4 2 0.5051303539372123
4 8 5 2 0.4250513035393721
4 9 2 2 0.4142505130353938
4 9 3 2 0.654142505130354
4 9 4 2 0.6865414250513036
4 9 5 2 0.596865414250513
4 10 2 2 0.5259686541425052
4 10 3 2 0.915259686541425
4 10 4 2 0.9091525968654142
4 10 5 2 0.7690915259686542
4 11 2 2 0.5976909152596865
4 11 3 2 1.055976909152597
4 11 4 2 1.120559769091526
4 11 5 2 1.1012055976909152
4 12 2 2 0.7610120559769092
4 12 3 2 1.437610120559769
4 12 4 2 1.3643761012055977
4 12 5 2 1.2336437610120559
4 13 2 2 0.9323364376101204
